target,vehicle_id,datetime,make_code_Make A,make_code_Make B,make_code_Make E,make_code_Make C,make_code_Make D,model_code_Model E1,model_code_Model A4,model_code_Model B1,model_code_Model B2,model_code_Model A2,model_code_Model A3,model_code_Model B3,model_code_Model C2,model_code_Model A1,model_code_Model A5,model_code_Model A6,model_code_Model C1,model_code_Model D1,model_code_Model E2,vehicle_class_code_Truck-Tractor,vehicle_class_code_Truck,vehicle_class_code_Bus,vehicle_class_code_Transport,engine_type_code_Engine E,engine_type_code_Engine C,engine_type_code_Engine B,engine_type_code_Engine F,engine_type_code_Engine H,engine_type_code_Engine D,engine_type_code_Engine A,engine_type_code_Engine G,voltage,current,resistance,cycle,engine_age,voltage_lag_1,current_lag_1,resistance_lag_1,voltage_rolling_mean_4,current_rolling_mean_4,resistance_rolling_mean_4,voltage_rolling_std_4,current_rolling_std_4,resistance_rolling_std_4
0,0,2020-01-01 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.103421436534507,0.17726864181615598,133.05960277419223,1.0,2,14.103421436534507,0.17726864181615598,133.05960277419223,14.0340298458264,0.1733258011315849,128.31276022498196,0.05429836865214065,0.004200608679843591,4.6616433295388635
0,0,2020-01-01 02:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.05075883394042,0.17258963521722334,129.2927561889783,2.0,2,14.103421436534507,0.17726864181615598,133.05960277419223,14.0340298458264,0.1733258011315849,128.31276022498196,0.05429836865214065,0.004200608679843591,4.6616433295388635
0,0,2020-01-01 04:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.98641381486202,0.16774087955264436,129.0061309285032,3.0,2,14.05075883394042,0.17258963521722334,129.2927561889783,14.0340298458264,0.1733258011315849,128.31276022498196,0.05429836865214065,0.004200608679843591,4.6616433295388635
0,0,2020-01-01 06:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.995525297968646,0.17570404794031594,121.89255100825399,4.0,2,13.98641381486202,0.16774087955264436,129.0061309285032,14.0340298458264,0.1733258011315849,128.31276022498196,0.05429836865214065,0.004200608679843591,4.6616433295388635
0,0,2020-01-01 08:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.015037811610929,0.17381215503428385,107.20083824213987,5.0,2,13.995525297968646,0.17570404794031594,121.89255100825399,14.011933939595506,0.17246167943611687,121.84806909196887,0.02850454191196583,0.003397992646645924,10.347375922379014
0,0,2020-01-01 10:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.082842771865337,0.16794028237926015,107.176614377049,6.0,2,14.015037811610929,0.17381215503428385,107.20083824213987,14.019954924076735,0.17129934122662607,116.31903363898654,0.04359232361176335,0.004068644339778887,10.935444675538795
0,0,2020-01-01 12:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.079435902314156,0.1648446855518928,104.7177086303294,7.0,2,14.082842771865337,0.16794028237926015,107.176614377049,14.04321044593977,0.17057529272643818,110.2469280644431,0.044536784833280246,0.005051882347617795,7.850653701965082
0,0,2020-01-01 14:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.035548137458367,0.1612883601516288,102.46928454954144,8.0,2,14.079435902314156,0.1648446855518928,104.7177086303294,14.053216155812201,0.1669713707792664,105.39111144976496,0.033341447298566994,0.005308939591621822,2.2696310682923198
0,0,2020-01-01 16:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.060027843412435,0.1711266555797646,98.9732542837765,9.0,2,14.035548137458367,0.1612883601516288,102.46928454954144,14.064463663762577,0.1662999959156366,103.33421546017412,0.02173893362554285,0.00421195142746488,3.485406272372614
0,0,2020-01-01 18:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.008637007206394,0.18040079097211176,95.99147485433704,10.0,2,14.060027843412435,0.1711266555797646,98.9732542837765,14.045912222597842,0.16941512306384948,100.53793057949613,0.030659113903050973,0.008377497984199598,3.843572308979252
0,0,2020-01-01 20:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.024657505660734,0.1948678820155303,95.036868982889,11.0,2,14.008637007206394,0.18040079097211176,95.99147485433704,14.032217623434486,0.17692092217975885,98.11772066763604,0.021584728407947833,0.014284646479745594,3.350652391631134
0,0,2020-01-01 22:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.977073842825508,0.19858149230827496,87.40646542195257,12.0,2,14.024657505660734,0.1948678820155303,95.036868982889,14.017599049776269,0.18624420521892038,94.35201588573882,0.034509104761492375,0.012770568394681084,4.924542789298396
0,0,2020-01-02 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.008211420716007,0.1969406317477952,89.73513088187053,13.0,2,13.977073842825508,0.19858149230827496,87.40646542195257,14.004644944102163,0.19269769926092803,92.04248503526233,0.019910839334454228,0.008337568457770794,4.138333676780504
0,0,2020-01-02 02:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.033503213228016,0.1904085064597408,92.87380907569376,14.0,2,14.008211420716007,0.1969406317477952,89.73513088187053,14.010861495607568,0.19519962813283528,91.2630685906015,0.024843548107052468,0.0035370892581875865,3.3686810452232505
0,0,2020-01-02 04:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.080077920329796,0.19950523674290635,100.5976479246427,15.0,2,14.033503213228016,0.1904085064597408,92.87380907569376,14.024716599274832,0.1963589668146793,92.65326332603993,0.043529046298845034,0.004106293809956011,5.750544098496441
0,0,2020-01-02 06:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.072567576078493,0.19317058404501486,98.60665852479264,16.0,2,14.080077920329796,0.19950523674290635,100.5976479246427,14.048590032588079,0.19500623974886427,95.45331160174995,0.03378586529595219,0.004020432382174266,5.025243511420707
0,0,2020-01-02 08:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.065424863109506,0.1829524254040551,93.6877548813552,17.0,2,14.072567576078493,0.19317058404501486,98.60665852479264,14.062893393186453,0.19150918816292925,96.44146760162111,0.020486489903759668,0.006858734535703251,3.753798419140853
0,0,2020-01-02 10:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0366942778725,0.19888614789346695,96.26781928878351,18.0,2,14.065424863109506,0.1829524254040551,93.6877548813552,14.063691159347574,0.19362859852136077,97.28997015489355,0.018966233570776047,0.007667401817179828,2.983015686735116
