<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160420,124900,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,125000,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,125100,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,125200,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,125300,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,125400,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,125500,1144.0000000,1146.5000000,1144.0000000,1146.5000000,150
20160420,125600,1146.5000000,1146.5000000,1145.5000000,1146.5000000,61
20160420,125700,1146.5000000,1148.0000000,1146.5000000,1147.0000000,186
20160420,125800,1148.0000000,1148.0000000,1148.0000000,1148.0000000,0
20160420,125900,1148.0000000,1148.0000000,1148.0000000,1148.0000000,0
20160420,130000,1147.5000000,1148.0000000,1147.5000000,1148.0000000,84
20160420,130100,1148.5000000,1148.5000000,1148.5000000,1148.5000000,50
20160420,130200,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,130300,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,130400,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,130500,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,130600,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,130700,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,130800,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,130900,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,131000,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,131100,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,131200,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,131300,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,131400,1149.0000000,1149.0000000,1149.0000000,1149.0000000,13
20160420,131500,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,131600,1149.0000000,1149.0000000,1149.0000000,1149.0000000,2
20160420,131700,1148.5000000,1148.5000000,1148.5000000,1148.5000000,0
20160420,131800,1148.5000000,1148.5000000,1148.5000000,1148.5000000,0
20160420,131900,1148.5000000,1148.5000000,1148.5000000,1148.5000000,50
20160420,132000,1148.5000000,1148.5000000,1148.5000000,1148.5000000,0
20160420,132100,1148.5000000,1148.5000000,1148.5000000,1148.5000000,10
20160420,132200,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,132300,1148.0000000,1149.0000000,1148.0000000,1149.0000000,52
20160420,132400,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,132500,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,132600,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,132700,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,132800,1149.0000000,1149.0000000,1149.0000000,1149.0000000,1
20160420,132900,1149.0000000,1149.0000000,1149.0000000,1149.0000000,0
20160420,133000,1149.0000000,1149.0000000,1149.0000000,1149.0000000,1
20160420,133100,1148.0000000,1148.0000000,1148.0000000,1148.0000000,0
20160420,133200,1148.0000000,1148.0000000,1148.0000000,1148.0000000,0
20160420,133300,1148.0000000,1148.0000000,1148.0000000,1148.0000000,0
20160420,133400,1148.0000000,1148.0000000,1148.0000000,1148.0000000,0
20160420,133500,1148.0000000,1148.0000000,1148.0000000,1148.0000000,2
20160420,133600,1145.0000000,1145.0000000,1145.0000000,1145.0000000,0
20160420,133700,1145.0000000,1145.0000000,1145.0000000,1145.0000000,0
20160420,133800,1145.0000000,1145.0000000,1145.0000000,1145.0000000,0
20160420,133900,1146.0000000,1146.0000000,1145.0000000,1145.0000000,130
20160420,134000,1145.5000000,1145.5000000,1145.5000000,1145.5000000,0
20160420,134100,1145.5000000,1145.5000000,1145.5000000,1145.5000000,0
20160420,134200,1145.5000000,1145.5000000,1145.5000000,1145.5000000,2
20160420,134300,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,134400,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,134500,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,134600,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,134700,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,134800,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,134900,1147.5000000,1147.5000000,1147.5000000,1147.5000000,5
20160420,135000,1148.5000000,1148.5000000,1148.5000000,1148.5000000,0
20160420,135100,1148.5000000,1148.5000000,1148.5000000,1148.5000000,0
20160420,135200,1148.5000000,1148.5000000,1148.5000000,1148.5000000,0
20160420,135300,1147.5000000,1148.5000000,1147.5000000,1148.5000000,93
20160420,135400,1145.5000000,1145.5000000,1145.5000000,1145.5000000,0
20160420,135500,1145.5000000,1145.5000000,1145.5000000,1145.5000000,0
20160420,135600,1145.5000000,1145.5000000,1145.5000000,1145.5000000,0
20160420,135700,1145.5000000,1145.5000000,1145.5000000,1145.5000000,0
20160420,135800,1145.5000000,1145.5000000,1145.5000000,1145.5000000,0
20160420,135900,1146.5000000,1146.5000000,1145.5000000,1145.5000000,50
20160420,140000,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,140100,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,140200,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,140300,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,140400,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,140500,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,140600,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,140700,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,140800,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,140900,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,141000,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,141100,1145.5000000,1147.5000000,1145.5000000,1147.5000000,12
20160420,141200,1145.5000000,1145.5000000,1145.0000000,1145.0000000,100
20160420,141300,1145.0000000,1145.0000000,1145.0000000,1145.0000000,0
20160420,141400,1145.5000000,1145.5000000,1145.0000000,1145.0000000,260
20160420,141500,1145.5000000,1145.5000000,1145.5000000,1145.5000000,0
20160420,141600,1145.0000000,1145.5000000,1143.0000000,1145.5000000,1498
20160420,141700,1146.5000000,1146.5000000,1146.5000000,1146.5000000,8
20160420,141800,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,141900,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,142000,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,142100,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,142200,1147.5000000,1147.5000000,1147.5000000,1147.5000000,1
20160420,142300,1146.5000000,1146.5000000,1146.5000000,1146.5000000,28
20160420,142400,1146.5000000,1146.5000000,1146.5000000,1146.5000000,170
20160420,142500,1146.5000000,1146.5000000,1146.5000000,1146.5000000,44
20160420,142600,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,142700,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,142800,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,142900,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,143000,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,143100,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,143200,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,143300,1146.5000000,1146.5000000,1146.5000000,1146.5000000,50
20160420,143400,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,143500,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,143600,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,143700,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,143800,1146.5000000,1147.0000000,1146.5000000,1146.5000000,12
20160420,143900,1143.5000000,1143.5000000,1143.5000000,1143.5000000,0
20160420,144000,1143.5000000,1143.5000000,1143.5000000,1143.5000000,0
20160420,144100,1143.5000000,1143.5000000,1143.5000000,1143.5000000,0
20160420,144200,1143.5000000,1143.5000000,1143.5000000,1143.5000000,1
20160420,144300,1143.5000000,1143.5000000,1143.5000000,1143.5000000,10
20160420,144400,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,144500,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,144600,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,144700,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,144800,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,144900,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,145000,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,145100,1144.0000000,1144.0000000,1143.0000000,1143.0000000,87
20160420,145200,1146.5000000,1146.5000000,1146.5000000,1146.5000000,1
20160420,145300,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,145400,1144.0000000,1144.0000000,1143.0000000,1143.0000000,100
20160420,145500,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,145600,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,145700,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,145800,1143.0000000,1143.0000000,1143.0000000,1143.0000000,1
20160420,145900,1147.0000000,1147.0000000,1147.0000000,1147.0000000,0
20160420,150000,1147.0000000,1147.0000000,1147.0000000,1147.0000000,0
20160420,150100,1146.5000000,1147.0000000,1146.5000000,1147.0000000,31
20160420,150200,1143.5000000,1143.5000000,1143.0000000,1143.0000000,89
20160420,150300,1143.0000000,1143.0000000,1143.0000000,1143.0000000,110
20160420,150400,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,150500,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,150600,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,150700,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,150800,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,150900,1143.0000000,1143.0000000,1143.0000000,1143.0000000,108
20160420,151000,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,151100,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,151200,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,151300,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,151400,1143.0000000,1143.0000000,1143.0000000,1143.0000000,50
20160420,151500,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,151600,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,151700,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,151800,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,151900,1143.0000000,1143.0000000,1143.0000000,1143.0000000,50
20160420,152000,1146.0000000,1146.0000000,1143.0000000,1143.0000000,104
20160420,152100,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,152200,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,152300,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,152400,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,152500,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,152600,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,152700,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,152800,1143.0000000,1143.0000000,1143.0000000,1143.0000000,62
20160420,152900,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,153000,1143.0000000,1143.0000000,1143.0000000,1143.0000000,50
20160420,153100,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,153200,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,153300,1143.0000000,1143.0000000,1143.0000000,1143.0000000,75
20160420,153400,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,153500,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,153600,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,153700,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,153800,1143.0000000,1143.0000000,1143.0000000,1143.0000000,15
20160420,153900,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,154000,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,154100,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,154200,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,154300,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,154400,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,154500,1143.5000000,1143.5000000,1143.0000000,1143.0000000,291
20160420,154600,1146.0000000,1146.0000000,1146.0000000,1146.0000000,0
20160420,154700,1146.0000000,1146.0000000,1146.0000000,1146.0000000,1
20160420,154800,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,154900,1143.0000000,1143.0000000,1143.0000000,1143.0000000,0
20160420,155000,1143.0000000,1143.0000000,1143.0000000,1143.0000000,2
20160420,155100,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,155200,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,155300,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,155400,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,155500,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,155600,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,155700,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,155800,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,155900,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,160000,1146.5000000,1146.5000000,1146.5000000,1146.5000000,0
20160420,160100,1146.0000000,1146.5000000,1146.0000000,1146.5000000,50
20160420,160200,1147.0000000,1147.0000000,1147.0000000,1147.0000000,0
20160420,160300,1146.0000000,1147.0000000,1146.0000000,1147.0000000,50
20160420,160400,1147.0000000,1147.0000000,1147.0000000,1147.0000000,0
20160420,160500,1147.0000000,1147.0000000,1147.0000000,1147.0000000,0
20160420,160600,1147.0000000,1147.0000000,1147.0000000,1147.0000000,0
20160420,160700,1146.5000000,1147.0000000,1146.5000000,1147.0000000,50
20160420,160800,1145.0000000,1145.0000000,1144.0000000,1144.0000000,305
20160420,160900,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,161000,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,161100,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,161200,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,161300,1147.5000000,1147.5000000,1147.5000000,1147.5000000,0
20160420,161400,1147.0000000,1147.5000000,1147.0000000,1147.5000000,34
20160420,161500,1145.0000000,1145.0000000,1145.0000000,1145.0000000,0
20160420,161600,1145.0000000,1145.0000000,1145.0000000,1145.0000000,4
20160420,161700,1144.0000000,1144.0000000,1144.0000000,1144.0000000,0
20160420,161800,1144.0000000,1144.0000000,1144.0000000,1144.0000000,0
20160420,161900,1144.0000000,1144.0000000,1144.0000000,1144.0000000,0
20160420,162000,1144.0000000,1144.0000000,1144.0000000,1144.0000000,0
20160420,162100,1145.0000000,1145.0000000,1144.0000000,1144.0000000,223
20160420,162200,1147.0000000,1147.0000000,1147.0000000,1147.0000000,0
20160420,162300,1147.0000000,1147.0000000,1147.0000000,1147.0000000,0
20160420,162400,1147.0000000,1147.0000000,1147.0000000,1147.0000000,0
20160420,162500,1147.0000000,1147.0000000,1147.0000000,1147.0000000,0
20160420,162600,1147.0000000,1147.0000000,1147.0000000,1147.0000000,100
20160420,162700,1147.0000000,1147.5000000,1147.0000000,1147.5000000,50
20160420,162800,1150.0000000,1150.0000000,1150.0000000,1150.0000000,0
20160420,162900,1147.5000000,1150.0000000,1147.5000000,1150.0000000,1716
20160420,163000,1150.0000000,1150.5000000,1150.0000000,1150.5000000,300
20160420,163100,1154.0000000,1154.0000000,1154.0000000,1154.0000000,0
20160420,163200,1151.0000000,1155.0000000,1151.0000000,1154.0000000,1098
20160420,163300,1155.0000000,1159.0000000,1155.0000000,1159.0000000,3000
20160420,163400,1159.0000000,1160.0000000,1159.0000000,1160.0000000,1646
20160420,163500,1160.0000000,1164.0000000,1160.0000000,1164.0000000,894
20160420,163600,1161.0000000,1161.0000000,1161.0000000,1161.0000000,3
20160420,163700,1160.5000000,1164.0000000,1159.0000000,1159.0000000,240
20160420,163800,1159.5000000,1159.5000000,1157.5000000,1157.5000000,495
20160420,163900,1162.0000000,1162.0000000,1162.0000000,1162.0000000,0
20160420,164000,1159.5000000,1162.0000000,1159.5000000,1162.0000000,481
20160420,164100,1161.0000000,1161.0000000,1161.0000000,1161.0000000,0
20160420,164200,1161.0000000,1161.0000000,1161.0000000,1161.0000000,100
20160420,164300,1161.5000000,1162.0000000,1161.0000000,1162.0000000,205
20160420,164400,1162.0000000,1164.5000000,1162.0000000,1164.5000000,350
20160420,164500,1164.5000000,1167.0000000,1164.5000000,1167.0000000,2672
20160420,164600,1170.0000000,1170.0000000,1170.0000000,1170.0000000,0
20160420,164700,1166.5000000,1170.0000000,1166.5000000,1170.0000000,1412
20160420,164800,1169.5000000,1172.0000000,1168.0000000,1172.0000000,1736
20160420,164900,1166.5000000,1166.5000000,1166.5000000,1166.5000000,0
20160420,165000,1168.0000000,1168.0000000,1166.5000000,1166.5000000,210
20160420,165100,1166.5000000,1166.5000000,1166.5000000,1166.5000000,50
20160420,165200,1170.0000000,1171.0000000,1170.0000000,1171.0000000,108
20160420,165300,1171.5000000,1171.5000000,1171.5000000,1171.5000000,0
20160420,165400,1171.5000000,1171.5000000,1171.5000000,1171.5000000,0
20160420,165500,1171.0000000,1171.5000000,1171.0000000,1171.5000000,105
20160420,165600,1171.0000000,1171.0000000,1170.5000000,1170.5000000,160
20160420,165700,1170.0000000,1170.0000000,1170.0000000,1170.0000000,2
20160420,165800,1170.5000000,1170.5000000,1170.5000000,1170.5000000,20
20160420,165900,1171.0000000,1171.0000000,1170.5000000,1170.5000000,118
20160420,170000,1172.0000000,1172.0000000,1172.0000000,1172.0000000,100
20160420,170100,1172.0000000,1172.5000000,1171.0000000,1171.0000000,13
20160420,170200,1172.5000000,1172.5000000,1172.5000000,1172.5000000,1
20160420,170300,1172.5000000,1172.5000000,1172.5000000,1172.5000000,151
20160420,170400,1172.0000000,1173.0000000,1172.0000000,1173.0000000,297
20160420,170500,1173.0000000,1173.0000000,1173.0000000,1173.0000000,121
20160420,170600,1171.0000000,1171.0000000,1171.0000000,1171.0000000,0
20160420,170700,1171.0000000,1171.0000000,1171.0000000,1171.0000000,2
20160420,170800,1172.5000000,1172.5000000,1172.5000000,1172.5000000,0
20160420,170900,1172.5000000,1174.5000000,1172.5000000,1172.5000000,733
20160420,171000,1174.0000000,1174.0000000,1172.5000000,1172.5000000,52
20160420,171100,1174.0000000,1174.0000000,1174.0000000,1174.0000000,0
20160420,171200,1174.0000000,1174.0000000,1174.0000000,1174.0000000,2
20160420,171300,1174.0000000,1175.0000000,1174.0000000,1175.0000000,987
20160420,171400,1174.5000000,1176.5000000,1174.5000000,1176.5000000,1671
20160420,171500,1176.5000000,1177.0000000,1176.5000000,1177.0000000,66
20160420,171600,1176.5000000,1177.0000000,1176.5000000,1177.0000000,4
20160420,171700,1177.0000000,1177.0000000,1177.0000000,1177.0000000,160
20160420,171800,1177.0000000,1179.5000000,1177.0000000,1179.5000000,1100
20160420,171900,1179.0000000,1179.0000000,1179.0000000,1179.0000000,1
20160420,172000,1178.5000000,1178.5000000,1178.5000000,1178.5000000,0
20160420,172100,1177.5000000,1178.5000000,1177.5000000,1178.5000000,132
20160420,172200,1179.5000000,1179.5000000,1179.5000000,1179.5000000,4
20160420,172300,1179.5000000,1180.0000000,1179.0000000,1180.0000000,1746
20160420,172400,1180.0000000,1180.5000000,1179.0000000,1180.5000000,114
20160420,172500,1180.0000000,1180.0000000,1180.0000000,1180.0000000,26
20160420,172600,1180.0000000,1180.0000000,1179.0000000,1179.0000000,536
20160420,172700,1179.0000000,1179.0000000,1177.0000000,1177.0000000,403
20160420,172800,1176.5000000,1176.5000000,1175.0000000,1175.0000000,84
20160420,172900,1175.0000000,1175.0000000,1175.0000000,1175.0000000,0
20160420,173000,1175.0000000,1175.0000000,1175.0000000,1175.0000000,0
20160420,173100,1176.5000000,1176.5000000,1175.0000000,1175.0000000,56
20160420,173200,1175.0000000,1175.0000000,1175.0000000,1175.0000000,5
20160420,173300,1175.0000000,1175.0000000,1175.0000000,1175.0000000,0
20160420,173400,1175.5000000,1175.5000000,1175.0000000,1175.0000000,296
20160420,173500,1175.5000000,1175.5000000,1175.0000000,1175.0000000,41
20160420,173600,1176.0000000,1176.0000000,1175.0000000,1175.0000000,141
20160420,173700,1175.0000000,1175.0000000,1175.0000000,1175.0000000,20
20160420,173800,1174.5000000,1174.5000000,1174.5000000,1174.5000000,50
20160420,173900,1174.5000000,1174.5000000,1174.5000000,1174.5000000,0
20160420,174000,1174.5000000,1174.5000000,1174.5000000,1174.5000000,100
20160420,174100,1173.5000000,1173.5000000,1172.0000000,1172.0000000,381
20160420,174200,1172.0000000,1172.0000000,1171.0000000,1171.0000000,51
20160420,174300,1171.0000000,1171.0000000,1168.0000000,1169.5000000,527
20160420,174400,1169.0000000,1169.0000000,1168.5000000,1168.5000000,102
20160420,174500,1168.0000000,1168.0000000,1168.0000000,1168.0000000,0
20160420,174600,1168.5000000,1168.5000000,1168.0000000,1168.0000000,121
20160420,174700,1169.0000000,1169.0000000,1169.0000000,1169.0000000,7
20160420,174800,1170.5000000,1170.5000000,1170.5000000,1170.5000000,1
20160420,174900,1171.5000000,1171.5000000,1171.5000000,1171.5000000,0
20160420,175000,1171.5000000,1171.5000000,1171.5000000,1171.5000000,12
20160420,175100,1173.0000000,1173.5000000,1173.0000000,1173.5000000,170
20160420,175200,1174.0000000,1174.0000000,1174.0000000,1174.0000000,0
20160420,175300,1173.0000000,1174.0000000,1173.0000000,1174.0000000,287
20160420,175400,1173.5000000,1174.0000000,1173.5000000,1174.0000000,756
20160420,175500,1174.5000000,1174.5000000,1174.5000000,1174.5000000,3
20160420,175600,1173.5000000,1176.5000000,1173.0000000,1176.5000000,592
20160420,175700,1176.5000000,1176.5000000,1176.0000000,1176.0000000,89
20160420,175800,1176.5000000,1177.0000000,1175.5000000,1175.5000000,1364
20160420,175900,1177.5000000,1178.0000000,1176.0000000,1178.0000000,2601
20160420,180000,1177.5000000,1180.0000000,1177.5000000,1180.0000000,226
20160420,180100,1180.0000000,1180.0000000,1180.0000000,1180.0000000,4514
20160420,180200,1178.0000000,1178.0000000,1178.0000000,1178.0000000,0
20160420,180300,1179.0000000,1179.0000000,1178.0000000,1178.0000000,142
20160420,180400,1178.0000000,1180.5000000,1178.0000000,1179.5000000,284
20160420,180500,1180.5000000,1180.5000000,1180.5000000,1180.5000000,15
20160420,180600,1180.0000000,1180.0000000,1179.5000000,1179.5000000,2
20160420,180700,1181.0000000,1181.5000000,1180.5000000,1180.5000000,251
20160420,180800,1181.0000000,1181.0000000,1181.0000000,1181.0000000,11
20160420,180900,1181.5000000,1181.5000000,1180.5000000,1180.5000000,45
20160420,181000,1181.5000000,1181.5000000,1180.5000000,1180.5000000,69
20160420,181100,1180.5000000,1181.0000000,1180.5000000,1181.0000000,59
20160420,181200,1180.5000000,1180.5000000,1178.0000000,1179.0000000,394
20160420,181300,1177.5000000,1177.5000000,1177.5000000,1177.5000000,0
20160420,181400,1177.5000000,1177.5000000,1177.5000000,1177.5000000,1
20160420,181500,1176.5000000,1177.0000000,1176.5000000,1177.0000000,24
20160420,181600,1176.5000000,1177.0000000,1176.5000000,1176.5000000,38
20160420,181700,1176.5000000,1176.5000000,1176.5000000,1176.5000000,14
20160420,181800,1177.0000000,1177.0000000,1176.5000000,1176.5000000,27
20160420,181900,1177.5000000,1178.0000000,1175.5000000,1176.5000000,461
20160420,182000,1176.5000000,1179.0000000,1176.5000000,1179.0000000,152
20160420,182100,1178.5000000,1180.0000000,1175.5000000,1180.0000000,170
20160420,182200,1179.5000000,1179.5000000,1177.5000000,1177.5000000,9
20160420,182300,1177.5000000,1177.5000000,1177.5000000,1177.5000000,1
20160420,182400,1180.0000000,1181.0000000,1180.0000000,1181.0000000,236
20160420,182500,1181.5000000,1181.5000000,1177.0000000,1177.0000000,294
20160420,182600,1178.5000000,1180.0000000,1178.0000000,1180.0000000,809
20160420,182700,1179.5000000,1181.5000000,1179.5000000,1181.5000000,261
20160420,182800,1178.0000000,1178.0000000,1177.5000000,1177.5000000,50
20160420,182900,1178.5000000,1178.5000000,1178.5000000,1178.5000000,10
20160420,183000,1177.0000000,1177.0000000,1177.0000000,1177.0000000,0
20160420,183100,1177.0000000,1177.0000000,1177.0000000,1177.0000000,0
20160420,183200,1177.0000000,1177.0000000,1177.0000000,1177.0000000,50
20160420,183300,1179.0000000,1179.0000000,1178.5000000,1178.5000000,66
20160420,183400,1180.0000000,1184.0000000,1180.0000000,1184.0000000,666
20160420,183500,1184.0000000,1186.5000000,1183.0000000,1186.5000000,3390
20160420,183600,1186.5000000,1187.0000000,1185.5000000,1185.5000000,562
20160420,183700,1186.5000000,1188.0000000,1185.5000000,1188.0000000,540
20160420,183800,1186.0000000,1187.5000000,1186.0000000,1186.5000000,12
20160420,183900,1186.5000000,1188.0000000,1186.5000000,1187.5000000,93
20160420,184000,1187.5000000,1187.5000000,1186.0000000,1186.0000000,66
20160420,184600,1186.0000000,1186.0000000,1186.0000000,1186.0000000,440
20160421,100100,1182.5000000,1185.5000000,1181.0000000,1181.5000000,525
20160421,100200,1181.5000000,1185.0000000,1181.5000000,1185.0000000,121
20160421,100300,1183.0000000,1186.0000000,1181.0000000,1185.0000000,189
20160421,100400,1186.0000000,1186.0000000,1182.0000000,1182.0000000,645
20160421,100500,1186.5000000,1186.5000000,1182.0000000,1185.0000000,1022
20160421,100600,1185.0000000,1187.0000000,1185.0000000,1186.5000000,337
20160421,100700,1185.5000000,1187.0000000,1183.5000000,1186.5000000,308
20160421,100800,1186.0000000,1186.5000000,1182.0000000,1186.5000000,252
20160421,100900,1185.0000000,1185.0000000,1185.0000000,1185.0000000,1
20160421,101000,1185.0000000,1186.0000000,1185.0000000,1186.0000000,40
20160421,101100,1186.5000000,1186.5000000,1186.5000000,1186.5000000,1
20160421,101200,1186.0000000,1186.0000000,1186.0000000,1186.0000000,0
20160421,101300,1186.0000000,1186.0000000,1186.0000000,1186.0000000,0
20160421,101400,1186.0000000,1186.0000000,1186.0000000,1186.0000000,0
20160421,101500,1184.0000000,1186.0000000,1184.0000000,1186.0000000,21
20160421,101600,1186.0000000,1186.0000000,1184.5000000,1185.5000000,118
20160421,101700,1186.0000000,1186.0000000,1183.5000000,1183.5000000,6
20160421,101800,1183.5000000,1183.5000000,1180.5000000,1181.0000000,886
20160421,101900,1181.0000000,1181.0000000,1180.5000000,1180.5000000,120
20160421,102000,1181.5000000,1181.5000000,1181.5000000,1181.5000000,6
20160421,102100,1183.5000000,1184.5000000,1183.5000000,1184.5000000,205
20160421,102200,1184.5000000,1185.0000000,1184.5000000,1185.0000000,12
20160421,102300,1184.0000000,1184.0000000,1184.0000000,1184.0000000,0
