0,1956859,750.0,15063,514.0,150.0,226.0,1,0,0,0,0,1,-5.0,90366.0,0.0,0.0,0.0
0,11912847,29.0,2772,512.0,150.0,226.0,0,1,0,0,0,1,,,,,
0,14529023,50.0,6771,399.0,150.0,118.0,1,0,1,0,0,0,-5.0,152288.0,0.0,0.0,0.0
0,11140157,100.0,5293,321.0,150.0,226.0,0,1,0,0,0,1,0.0,98933.0,0.0,0.0,0.0
0,6407135,108.5,13706,555.0,146.0,226.0,1,0,0,0,0,1,,,,,
0,605864,50.0,13844,583.0,150.0,226.0,1,0,0,0,0,1,-5.0,54204.0,3.0,0.0,7.0
0,13476069,82.0,9485,111.0,150.0,226.0,0,1,0,0,0,1,,,,,
0,7111595,88.5,9304,206.0,150.0,166.0,0,1,0,0,0,1,,,,,
0,241147,29.545,5812,408.0,185.0,224.0,0,1,0,0,1,0,-15.0,337170.0,0.0,0.0,0.0
0,9315001,107.95,2114,396.0,150.0,224.0,0,1,0,0,1,0,,,,,
0,740258,44.99,4148,555.0,150.0,226.0,0,1,0,0,0,1,,,,,
0,7320836,1104.0,15066,170.0,150.0,102.0,1,0,0,0,1,0,,,,,
0,2251124,67.95,11207,361.0,150.0,226.0,0,1,0,0,0,1,,,,,
0,8221639,107.95,10057,225.0,150.0,224.0,0,1,0,0,1,0,,,,,
0,1965716,25.0,10616,583.0,150.0,226.0,1,0,0,0,0,1,-90.0,20697.0,0.0,0.0,0.0
0,11659976,231.95,9426,555.0,150.0,226.0,0,1,0,0,0,1,,,,,
0,1917079,103.97,3337,196.0,150.0,226.0,0,1,0,0,0,1,,,,,
0,5538878,141.0,8900,385.0,150.0,226.0,0,1,0,0,0,1,,,,,
0,12803747,14.386,12184,440.0,185.0,138.0,0,1,0,0,0,1,-5.0,124515.0,0.0,0.0,0.0
0,1878859,117.0,10881,555.0,150.0,226.0,0,1,0,0,0,1,,,,,
0,1976935,72.95,2377,203.0,150.0,166.0,0,1,0,0,0,1,,,,,
0,15372905,117.0,16132,111.0,150.0,226.0,0,1,0,0,0,1,,,,,
0,8791892,20.95,15066,170.0,150.0,102.0,1,0,0,0,1,0,,,,,
